model,repeat,case_id,task_class,tier,condition,condition_label,instruction,expected_command,raw_response,normalized_command,parsed_kind,parsed_value,valid,action_family_correct,parameter_correct,command_correct,executable_correct,diagnostic_command,diagnostic_method,diagnostic_command_correct,failure_class,latency_ms,error
qwen3:4b-instruct-2507-q4_K_M,0,d5-x-distance-a,decision_complexity,D5,en,English,"Compute the horizontal distance between your x coordinate and the opponent's x coordinate. If it is at least 0.4, move forward 0.1; otherwise turn clockwise 90 degrees.",M0.1,M1,M1.0,move,1.0,True,True,False,False,False,M1.0,strict,False,action_error,235.528,
qwen3:4b-instruct-2507-q4_K_M,0,d5-x-distance-a,decision_complexity,D5,es_standard,standardised Spanish,"Calcula la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es de al menos 0.4, avanza 0.1; si no, gira 90 grados en sentido horario.",M0.1,M1,M1.0,move,1.0,True,True,False,False,False,M1.0,strict,False,action_error,236.329,
qwen3:4b-instruct-2507-q4_K_M,0,d2-health-compare-b,decision_complexity,D2,es_rioplatense,Rioplatense Spanish,"Si tenés menos salud que el rival, levantá el escudo; si no, dispará.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,355.4,
qwen3:4b-instruct-2507-q4_K_M,0,d2-health-compare-b,decision_complexity,D2,en,English,"If your health is lower than the opponent's health, raise the shield; otherwise fire.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,198.642,
qwen3:4b-instruct-2507-q4_K_M,0,d2-health-compare-b,decision_complexity,D2,es_standard,standardised Spanish,"Si tienes menos salud que el rival, levanta el escudo; si no, dispara.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,239.967,
qwen3:4b-instruct-2507-q4_K_M,0,d5-health-difference-b,decision_complexity,D5,es_standard,standardised Spanish,"Si tienes al menos 10 puntos de salud más que el rival, dispara; si no, levanta el escudo.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,346.791,
qwen3:4b-instruct-2507-q4_K_M,0,d5-health-difference-b,decision_complexity,D5,en,English,"If your health is at least 10 points higher than the opponent's health, fire; otherwise raise the shield.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,181.867,
qwen3:4b-instruct-2507-q4_K_M,0,d5-health-difference-b,decision_complexity,D5,es_rioplatense,Rioplatense Spanish,"Si tenés al menos 10 puntos de salud más que el rival, dispará; si no, levantá el escudo.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,248.02,
llama3.2:latest,0,d5-x-distance-d,decision_complexity,D5,en,English,"Compute the horizontal distance between your x coordinate and the opponent's x coordinate. If it is at least 0.4, move forward 0.1; otherwise turn clockwise 90 degrees.",C90.0,M0.1,M0.1,move,0.1,True,False,False,False,False,M0.1,strict,False,action_error,3802.437,
llama3.2:latest,0,d5-x-distance-d,decision_complexity,D5,es_rioplatense,Rioplatense Spanish,"Calculá la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es de al menos 0.4, avanzá 0.1; si no, girá 90 grados en sentido horario.",C90.0,M0.1,M0.1,move,0.1,True,False,False,False,False,M0.1,strict,False,action_error,130.849,
llama3.2:latest,0,d5-x-distance-d,decision_complexity,D5,es_standard,standardised Spanish,"Calcula la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es de al menos 0.4, avanza 0.1; si no, gira 90 grados en sentido horario.",C90.0,C,ERR,invalid,,False,False,False,False,False,,,False,invalid_unrecoverable,99.988,
llama3.2:latest,0,d6-priority-composite-d,decision_complexity,D6,es_rioplatense,Rioplatense Spanish,"Aplicá estas reglas en orden. Primero, si tenés el escudo levantado, bajalo. Si no, si el rival tiene 10 puntos de salud o menos, dispará. Si no, si tu salud es menor o igual que la del rival, levantá el escudo. En cualquier otro caso, avanzá 0.1.",M0.1,S,S,shield_toggle,,True,False,False,False,False,S,strict,False,action_error,196.141,
llama3.2:latest,0,d6-priority-composite-d,decision_complexity,D6,es_standard,standardised Spanish,"Aplica estas reglas en orden. Primero, si tienes el escudo levantado, bájalo. Si no, si el rival tiene 10 puntos de salud o menos, dispara. Si no, si tu salud es menor o igual que la del rival, levanta el escudo. En cualquier otro caso, avanza 0.1.",M0.1,S,S,shield_toggle,,True,False,False,False,False,S,strict,False,action_error,120.106,
llama3.2:latest,0,d6-priority-composite-d,decision_complexity,D6,en,English,"Apply these rules in order. First, if your shield is raised, lower it. Otherwise, if the opponent has 10 health or less, fire. Otherwise, if your health is less than or equal to the opponent's health, raise the shield. Otherwise, move forward 0.1.",M0.1,S,S,shield_toggle,,True,False,False,False,False,S,strict,False,action_error,120.34,
llama3.2:latest,0,d3-xor-shields-c,decision_complexity,D3,en,English,"If exactly one of the two shields is raised, move forward; otherwise fire.",M,M,M,move,,True,True,,True,True,M,strict,True,correct,166.084,
llama3.2:latest,0,d3-xor-shields-c,decision_complexity,D3,es_standard,standardised Spanish,"Si exactamente uno de los dos escudos está levantado, avanza; si no, dispara.",M,M,M,move,,True,True,,True,True,M,strict,True,correct,85.172,
llama3.2:latest,0,d3-xor-shields-c,decision_complexity,D3,es_rioplatense,Rioplatense Spanish,"Si exactamente uno de los dos escudos está levantado, avanzá; si no, dispará.",M,M,M,move,,True,True,,True,True,M,strict,True,correct,89.007,
llama3.2:latest,0,d3-conjunction-a,decision_complexity,D3,es_rioplatense,Rioplatense Spanish,"Si tenés menos de 15 puntos de salud y el escudo está bajo, levantá el escudo; si no, dispará.",S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,157.044,
llama3.2:latest,0,d3-conjunction-a,decision_complexity,D3,en,English,"If your health is below 15 and your shield is down, raise the shield; otherwise fire.",S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,84.16,
llama3.2:latest,0,d3-conjunction-a,decision_complexity,D3,es_standard,standardised Spanish,"Si tienes menos de 15 puntos de salud y el escudo está bajo, levanta el escudo; si no, dispara.",S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,100.397,
llama3.2:latest,0,d4-priority-health-c,decision_complexity,D4,es_standard,standardised Spanish,"Aplica esta política en orden: si tienes menos de 10 puntos de salud, levanta el escudo. Si no, si el rival tiene el escudo levantado, avanza. En cualquier otro caso, dispara.",M,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,186.985,
llama3.2:latest,0,d4-priority-health-c,decision_complexity,D4,en,English,"Use this policy in order: if your health is below 10, raise the shield. Otherwise, if the opponent's shield is raised, move forward. Otherwise, fire.",M,S0,S0,shield_set,0.0,True,False,,False,False,S0,strict,False,action_error,120.891,
llama3.2:latest,0,d4-priority-health-c,decision_complexity,D4,es_rioplatense,Rioplatense Spanish,"Aplicá esta política en orden: si tenés menos de 10 puntos de salud, levantá el escudo. Si no, si el rival tiene el escudo levantado, avanzá. En cualquier otro caso, dispará.",M,S0,S0,shield_set,0.0,True,False,,False,False,S0,strict,False,action_error,118.867,
llama3.2:latest,0,d1-health-c,decision_complexity,D1,es_rioplatense,Rioplatense Spanish,"Si tenés menos de 15 puntos de salud, levantá el escudo; si no, avanzá.",M,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,188.257,
llama3.2:latest,0,d1-health-c,decision_complexity,D1,en,English,"If your health is below 15, raise the shield; otherwise move forward.",M,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,265.325,
llama3.2:latest,0,d1-health-c,decision_complexity,D1,es_standard,standardised Spanish,"Si tienes menos de 15 puntos de salud, levanta el escudo; si no, avanza.",M,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,272.613,
llama3.2:latest,0,d5-health-difference-c,decision_complexity,D5,en,English,"If your health is at least 10 points higher than the opponent's health, fire; otherwise raise the shield.",S1,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,305.09,
llama3.2:latest,0,d5-health-difference-c,decision_complexity,D5,es_standard,standardised Spanish,"Si tienes al menos 10 puntos de salud más que el rival, dispara; si no, levanta el escudo.",S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,166.552,
llama3.2:latest,0,d5-health-difference-c,decision_complexity,D5,es_rioplatense,Rioplatense Spanish,"Si tenés al menos 10 puntos de salud más que el rival, dispará; si no, levantá el escudo.",S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,140.715,
llama3.2:latest,0,d2-x-compare-a,decision_complexity,D2,es_rioplatense,Rioplatense Spanish,"Si tu coordenada x es mayor que la del rival, girá 90 grados en sentido antihorario; si no, girá 90 grados en sentido horario.",A90.0,C90,C90.0,rotate_cw,90.0,True,False,True,False,False,C90.0,strict,False,action_error,242.462,
llama3.2:latest,0,d2-x-compare-a,decision_complexity,D2,en,English,"If your x coordinate is greater than the opponent's x coordinate, turn counterclockwise 90 degrees; otherwise turn clockwise 90 degrees.",A90.0,A,ERR,invalid,,False,False,False,False,False,,,False,invalid_unrecoverable,166.922,
llama3.2:latest,0,d2-x-compare-a,decision_complexity,D2,es_standard,standardised Spanish,"Si tu coordenada x es mayor que la del rival, gira 90 grados en sentido antihorario; si no, gira 90 grados en sentido horario.",A90.0,C90,C90.0,rotate_cw,90.0,True,False,True,False,False,C90.0,strict,False,action_error,197.878,
llama3.2:latest,0,d1-shield-c,decision_complexity,D1,es_standard,standardised Spanish,"Si tienes el escudo levantado, bájalo; si no, dispara.",S0,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,271.826,
llama3.2:latest,0,d1-shield-c,decision_complexity,D1,en,English,"If your shield is raised, lower it; otherwise fire.",S0,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,137.387,
llama3.2:latest,0,d1-shield-c,decision_complexity,D1,es_rioplatense,Rioplatense Spanish,"Si tenés el escudo levantado, bajalo; si no, dispará.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,162.824,
llama3.2:latest,0,d4-priority-shield-b,decision_complexity,D4,es_rioplatense,Rioplatense Spanish,"Aplicá esta política en orden: si tenés el escudo levantado, bajalo. Si no, si el rival tiene menos de 10 puntos de salud, dispará. En cualquier otro caso, levantá el escudo.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,349.608,
llama3.2:latest,0,d4-priority-shield-b,decision_complexity,D4,es_standard,standardised Spanish,"Aplica esta política en orden: si tienes el escudo levantado, bájalo. Si no, si el rival tiene menos de 10 puntos de salud, dispara. En cualquier otro caso, levanta el escudo.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,180.268,
llama3.2:latest,0,d4-priority-shield-b,decision_complexity,D4,en,English,"Use this policy in order: if your shield is raised, lower it. Otherwise, if the opponent has less than 10 health, fire. Otherwise, raise your shield.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,201.324,
llama3.2:latest,0,d5-x-distance-c,decision_complexity,D5,es_rioplatense,Rioplatense Spanish,"Calculá la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es de al menos 0.4, avanzá 0.1; si no, girá 90 grados en sentido horario.",M0.1,M0.1,M0.1,move,0.1,True,True,True,True,True,M0.1,strict,True,correct,376.029,
llama3.2:latest,0,d5-x-distance-c,decision_complexity,D5,en,English,"Compute the horizontal distance between your x coordinate and the opponent's x coordinate. If it is at least 0.4, move forward 0.1; otherwise turn clockwise 90 degrees.",M0.1,M0.1,M0.1,move,0.1,True,True,True,True,True,M0.1,strict,True,correct,223.128,
llama3.2:latest,0,d5-x-distance-c,decision_complexity,D5,es_standard,standardised Spanish,"Calcula la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es de al menos 0.4, avanza 0.1; si no, gira 90 grados en sentido horario.",M0.1,C,ERR,invalid,,False,False,False,False,False,,,False,invalid_unrecoverable,163.272,
llama3.2:latest,0,d6-priority-composite-b,decision_complexity,D6,en,English,"Apply these rules in order. First, if your shield is raised, lower it. Otherwise, if the opponent has 10 health or less, fire. Otherwise, if your health is less than or equal to the opponent's health, raise the shield. Otherwise, move forward 0.1.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,320.231,
llama3.2:latest,0,d6-priority-composite-b,decision_complexity,D6,es_standard,standardised Spanish,"Aplica estas reglas en orden. Primero, si tienes el escudo levantado, bájalo. Si no, si el rival tiene 10 puntos de salud o menos, dispara. Si no, si tu salud es menor o igual que la del rival, levanta el escudo. En cualquier otro caso, avanza 0.1.",B,S0,S0,shield_set,0.0,True,False,,False,False,S0,strict,False,action_error,223.84,
llama3.2:latest,0,d6-priority-composite-b,decision_complexity,D6,es_rioplatense,Rioplatense Spanish,"Aplicá estas reglas en orden. Primero, si tenés el escudo levantado, bajalo. Si no, si el rival tiene 10 puntos de salud o menos, dispará. Si no, si tu salud es menor o igual que la del rival, levantá el escudo. En cualquier otro caso, avanzá 0.1.",B,S0,S0,shield_set,0.0,True,False,,False,False,S0,strict,False,action_error,221.194,
llama3.2:latest,0,d5-health-difference-d,decision_complexity,D5,es_standard,standardised Spanish,"Si tienes al menos 10 puntos de salud más que el rival, dispara; si no, levanta el escudo.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,103.812,
llama3.2:latest,0,d5-health-difference-d,decision_complexity,D5,es_rioplatense,Rioplatense Spanish,"Si tenés al menos 10 puntos de salud más que el rival, dispará; si no, levantá el escudo.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,109.817,
llama3.2:latest,0,d5-health-difference-d,decision_complexity,D5,en,English,"If your health is at least 10 points higher than the opponent's health, fire; otherwise raise the shield.",B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,118.831,
llama3.2:latest,0,d3-xor-shields-a,decision_complexity,D3,es_rioplatense,Rioplatense Spanish,"Si exactamente uno de los dos escudos está levantado, avanzá; si no, dispará.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,225.085,
llama3.2:latest,0,d3-xor-shields-a,decision_complexity,D3,en,English,"If exactly one of the two shields is raised, move forward; otherwise fire.",B,M,M,move,,True,False,,False,False,M,strict,False,action_error,115.918,
llama3.2:latest,0,d3-xor-shields-a,decision_complexity,D3,es_standard,standardised Spanish,"Si exactamente uno de los dos escudos está levantado, avanza; si no, dispara.",B,M,M,move,,True,False,,False,False,M,strict,False,action_error,102.845,
llama3.2:latest,0,d1-health-a,decision_complexity,D1,es_rioplatense,Rioplatense Spanish,"Si tenés menos de 15 puntos de salud, levantá el escudo; si no, avanzá.",S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,208.979,
llama3.2:latest,0,d1-health-a,decision_complexity,D1,es_standard,standardised Spanish,"Si tienes menos de 15 puntos de salud, levanta el escudo; si no, avanza.",S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,97.833,
llama3.2:latest,0,d1-health-a,decision_complexity,D1,en,English,"If your health is below 15, raise the shield; otherwise move forward.",S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,99.274,
llama3.2:latest,0,d2-health-compare-c,decision_complexity,D2,en,English,"If your health is lower than the opponent's health, raise the shield; otherwise fire.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,227.779,
llama3.2:latest,0,d2-health-compare-c,decision_complexity,D2,es_standard,standardised Spanish,"Si tienes menos salud que el rival, levanta el escudo; si no, dispara.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,99.083,
llama3.2:latest,0,d2-health-compare-c,decision_complexity,D2,es_rioplatense,Rioplatense Spanish,"Si tenés menos salud que el rival, levantá el escudo; si no, dispará.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,101.732,
llama3.2:latest,0,d2-x-compare-d,decision_complexity,D2,es_rioplatense,Rioplatense Spanish,"Si tu coordenada x es mayor que la del rival, girá 90 grados en sentido antihorario; si no, girá 90 grados en sentido horario.",A90.0,C90,C90.0,rotate_cw,90.0,True,False,True,False,False,C90.0,strict,False,action_error,233.46,
llama3.2:latest,0,d2-x-compare-d,decision_complexity,D2,es_standard,standardised Spanish,"Si tu coordenada x es mayor que la del rival, gira 90 grados en sentido antihorario; si no, gira 90 grados en sentido horario.",A90.0,C90,C90.0,rotate_cw,90.0,True,False,True,False,False,C90.0,strict,False,action_error,111.225,
llama3.2:latest,0,d2-x-compare-d,decision_complexity,D2,en,English,"If your x coordinate is greater than the opponent's x coordinate, turn counterclockwise 90 degrees; otherwise turn clockwise 90 degrees.",A90.0,A,ERR,invalid,,False,False,False,False,False,,,False,invalid_unrecoverable,130.192,
llama3.2:latest,0,d1-shield-a,decision_complexity,D1,es_standard,standardised Spanish,"Si tienes el escudo levantado, bájalo; si no, dispara.",S0,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,215.047,
llama3.2:latest,0,d1-shield-a,decision_complexity,D1,en,English,"If your shield is raised, lower it; otherwise fire.",S0,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,104.405,
llama3.2:latest,0,d1-shield-a,decision_complexity,D1,es_rioplatense,Rioplatense Spanish,"Si tenés el escudo levantado, bajalo; si no, dispará.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,136.127,
llama3.2:latest,0,d4-priority-shield-d,decision_complexity,D4,es_standard,standardised Spanish,"Aplica esta política en orden: si tienes el escudo levantado, bájalo. Si no, si el rival tiene menos de 10 puntos de salud, dispara. En cualquier otro caso, levanta el escudo.",S0,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,269.944,
llama3.2:latest,0,d4-priority-shield-d,decision_complexity,D4,es_rioplatense,Rioplatense Spanish,"Aplicá esta política en orden: si tenés el escudo levantado, bajalo. Si no, si el rival tiene menos de 10 puntos de salud, dispará. En cualquier otro caso, levantá el escudo.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,155.168,
llama3.2:latest,0,d4-priority-shield-d,decision_complexity,D4,en,English,"Use this policy in order: if your shield is raised, lower it. Otherwise, if the opponent has less than 10 health, fire. Otherwise, raise your shield.",S0,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,134.618,
llama3.2:latest,0,d5-health-difference-a,decision_complexity,D5,es_rioplatense,Rioplatense Spanish,"Si tenés al menos 10 puntos de salud más que el rival, dispará; si no, levantá el escudo.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,187.921,
llama3.2:latest,0,d5-health-difference-a,decision_complexity,D5,en,English,"If your health is at least 10 points higher than the opponent's health, fire; otherwise raise the shield.",B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,139.501,
llama3.2:latest,0,d5-health-difference-a,decision_complexity,D5,es_standard,standardised Spanish,"Si tienes al menos 10 puntos de salud más que el rival, dispara; si no, levanta el escudo.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,102.938,
llama3.2:latest,0,d2-health-compare-b,decision_complexity,D2,es_standard,standardised Spanish,"Si tienes menos salud que el rival, levanta el escudo; si no, dispara.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,224.079,
llama3.2:latest,0,d2-health-compare-b,decision_complexity,D2,es_rioplatense,Rioplatense Spanish,"Si tenés menos salud que el rival, levantá el escudo; si no, dispará.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,104.707,
llama3.2:latest,0,d2-health-compare-b,decision_complexity,D2,en,English,"If your health is lower than the opponent's health, raise the shield; otherwise fire.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,103.815,
llama3.2:latest,0,d2-health-compare-a,decision_complexity,D2,es_rioplatense,Rioplatense Spanish,"Si tenés menos salud que el rival, levantá el escudo; si no, dispará.",S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,230.168,
llama3.2:latest,0,d2-health-compare-a,decision_complexity,D2,en,English,"If your health is lower than the opponent's health, raise the shield; otherwise fire.",S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,111.173,
llama3.2:latest,0,d2-health-compare-a,decision_complexity,D2,es_standard,standardised Spanish,"Si tienes menos salud que el rival, levanta el escudo; si no, dispara.",S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,110.897,
llama3.2:latest,0,d4-priority-health-a,decision_complexity,D4,es_standard,standardised Spanish,"Aplica esta política en orden: si tienes menos de 10 puntos de salud, levanta el escudo. Si no, si el rival tiene el escudo levantado, avanza. En cualquier otro caso, dispara.",S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,283.379,
llama3.2:latest,0,d4-priority-health-a,decision_complexity,D4,en,English,"Use this policy in order: if your health is below 10, raise the shield. Otherwise, if the opponent's shield is raised, move forward. Otherwise, fire.",S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,144.102,
llama3.2:latest,0,d4-priority-health-a,decision_complexity,D4,es_rioplatense,Rioplatense Spanish,"Aplicá esta política en orden: si tenés menos de 10 puntos de salud, levantá el escudo. Si no, si el rival tiene el escudo levantado, avanzá. En cualquier otro caso, dispará.",S1,S0,S0,shield_set,0.0,True,True,False,False,False,S0,strict,False,action_error,161.454,
llama3.2:latest,0,d5-health-difference-b,decision_complexity,D5,en,English,"If your health is at least 10 points higher than the opponent's health, fire; otherwise raise the shield.",S1,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,233.424,
llama3.2:latest,0,d5-health-difference-b,decision_complexity,D5,es_standard,standardised Spanish,"Si tienes al menos 10 puntos de salud más que el rival, dispara; si no, levanta el escudo.",S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,116.913,
llama3.2:latest,0,d5-health-difference-b,decision_complexity,D5,es_rioplatense,Rioplatense Spanish,"Si tenés al menos 10 puntos de salud más que el rival, dispará; si no, levantá el escudo.",S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,109.969,
llama3.2:latest,0,d2-health-compare-d,decision_complexity,D2,es_rioplatense,Rioplatense Spanish,"Si tenés menos salud que el rival, levantá el escudo; si no, dispará.",S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,255.28,
llama3.2:latest,0,d2-health-compare-d,decision_complexity,D2,en,English,"If your health is lower than the opponent's health, raise the shield; otherwise fire.",S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,107.378,
llama3.2:latest,0,d2-health-compare-d,decision_complexity,D2,es_standard,standardised Spanish,"Si tienes menos salud que el rival, levanta el escudo; si no, dispara.",S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,104.197,
llama3.2:latest,0,d5-x-distance-b,decision_complexity,D5,es_standard,standardised Spanish,"Calcula la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es de al menos 0.4, avanza 0.1; si no, gira 90 grados en sentido horario.",C90.0,M0.1,M0.1,move,0.1,True,False,False,False,False,M0.1,strict,False,action_error,333.588,
llama3.2:latest,0,d5-x-distance-b,decision_complexity,D5,en,English,"Compute the horizontal distance between your x coordinate and the opponent's x coordinate. If it is at least 0.4, move forward 0.1; otherwise turn clockwise 90 degrees.",C90.0,M0.1,M0.1,move,0.1,True,False,False,False,False,M0.1,strict,False,action_error,190.067,
llama3.2:latest,0,d5-x-distance-b,decision_complexity,D5,es_rioplatense,Rioplatense Spanish,"Calculá la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es de al menos 0.4, avanzá 0.1; si no, girá 90 grados en sentido horario.",C90.0,M0.1,M0.1,move,0.1,True,False,False,False,False,M0.1,strict,False,action_error,195.475,
llama3.2:latest,0,d3-conjunction-d,decision_complexity,D3,en,English,"If your health is below 15 and your shield is down, raise the shield; otherwise fire.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,230.607,
llama3.2:latest,0,d3-conjunction-d,decision_complexity,D3,es_rioplatense,Rioplatense Spanish,"Si tenés menos de 15 puntos de salud y el escudo está bajo, levantá el escudo; si no, dispará.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,141.952,
llama3.2:latest,0,d3-conjunction-d,decision_complexity,D3,es_standard,standardised Spanish,"Si tienes menos de 15 puntos de salud y el escudo está bajo, levanta el escudo; si no, dispara.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,106.319,
llama3.2:latest,0,d1-shield-d,decision_complexity,D1,es_standard,standardised Spanish,"Si tienes el escudo levantado, bájalo; si no, dispara.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,235.674,
llama3.2:latest,0,d1-shield-d,decision_complexity,D1,es_rioplatense,Rioplatense Spanish,"Si tenés el escudo levantado, bajalo; si no, dispará.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,109.205,
llama3.2:latest,0,d1-shield-d,decision_complexity,D1,en,English,"If your shield is raised, lower it; otherwise fire.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,108.999,
llama3.2:latest,0,d6-distance-composite-c,decision_complexity,D6,en,English,"First compute the horizontal distance between you and the opponent. If the distance is at least 0.4: if your health is lower than the opponent's, raise the shield; otherwise move forward 0.1. If the distance is below 0.4: if the opponent's shield is down, fire; otherwise turn counterclockwise 90 degrees.",B,S0,S0,shield_set,0.0,True,False,,False,False,S0,strict,False,action_error,337.308,
llama3.2:latest,0,d6-distance-composite-c,decision_complexity,D6,es_rioplatense,Rioplatense Spanish,"Primero calculá la distancia horizontal entre vos y el rival. Si la distancia es de al menos 0.4: si tenés menos salud que el rival, levantá el escudo; si no, avanzá 0.1. Si la distancia es menor que 0.4: si el rival tiene el escudo bajo, dispará; si no, girá 90 grados en sentido antihorario.",B,S0,S0,shield_set,0.0,True,False,,False,False,S0,strict,False,action_error,208.494,
llama3.2:latest,0,d6-distance-composite-c,decision_complexity,D6,es_standard,standardised Spanish,"Primero calcula la distancia horizontal entre tú y el rival. Si la distancia es de al menos 0.4: si tienes menos salud que el rival, levanta el escudo; si no, avanza 0.1. Si la distancia es menor que 0.4: si el rival tiene el escudo bajo, dispara; si no, gira 90 grados en sentido antihorario.",B,S0,S0,shield_set,0.0,True,False,,False,False,S0,strict,False,action_error,216.974,
llama3.2:latest,0,d3-conjunction-c,decision_complexity,D3,es_rioplatense,Rioplatense Spanish,"Si tenés menos de 15 puntos de salud y el escudo está bajo, levantá el escudo; si no, dispará.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,206.766,
llama3.2:latest,0,d3-conjunction-c,decision_complexity,D3,en,English,"If your health is below 15 and your shield is down, raise the shield; otherwise fire.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,111.606,
llama3.2:latest,0,d3-conjunction-c,decision_complexity,D3,es_standard,standardised Spanish,"Si tienes menos de 15 puntos de salud y el escudo está bajo, levanta el escudo; si no, dispara.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,139.951,
llama3.2:latest,0,d4-priority-shield-c,decision_complexity,D4,es_standard,standardised Spanish,"Aplica esta política en orden: si tienes el escudo levantado, bájalo. Si no, si el rival tiene menos de 10 puntos de salud, dispara. En cualquier otro caso, levanta el escudo.",S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,288.835,
llama3.2:latest,0,d4-priority-shield-c,decision_complexity,D4,en,English,"Use this policy in order: if your shield is raised, lower it. Otherwise, if the opponent has less than 10 health, fire. Otherwise, raise your shield.",S1,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,141.736,
llama3.2:latest,0,d4-priority-shield-c,decision_complexity,D4,es_rioplatense,Rioplatense Spanish,"Aplicá esta política en orden: si tenés el escudo levantado, bajalo. Si no, si el rival tiene menos de 10 puntos de salud, dispará. En cualquier otro caso, levantá el escudo.",S1,S0,S0,shield_set,0.0,True,True,False,False,False,S0,strict,False,action_error,168.506,
