model,repeat,case_id,task_class,tier,condition,condition_label,instruction,expected_command,raw_response,normalized_command,parsed_kind,parsed_value,valid,action_family_correct,parameter_correct,command_correct,executable_correct,diagnostic_command,diagnostic_method,diagnostic_command_correct,failure_class,latency_ms,error
llama3.2:latest,0,direct-fire,direct,minimal_morphology,es_rioplatense,Rioplatense Spanish,Dispará.,B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,260.896,
llama3.2:latest,0,direct-fire,direct,minimal_morphology,es_standard,standardised Spanish,Dispara.,B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,213.002,
llama3.2:latest,0,direct-fire,direct,minimal_morphology,en,English,Fire.,B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,209.493,
llama3.2:latest,0,direct-cw-090,parameterised,minimal_morphology,es_rioplatense,Rioplatense Spanish,Girá 90 grados en sentido horario.,C90.0,B = fire,ERR,invalid,,False,False,False,False,False,,,False,invalid_unrecoverable,260.819,
llama3.2:latest,0,direct-cw-090,parameterised,minimal_morphology,en,English,Turn clockwise 90 degrees.,C90.0,C90,C90.0,rotate_cw,90.0,True,True,True,True,True,C90.0,strict,True,correct,239.138,
llama3.2:latest,0,direct-cw-090,parameterised,minimal_morphology,es_standard,standardised Spanish,Gira 90 grados en sentido horario.,C90.0,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,266.436,
llama3.2:latest,0,natural-shield-up,state_conditioned,naturalistic,en,English,Your shield is up. Lower it now so you can fire on a later turn.,S0,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,324.735,
llama3.2:latest,0,natural-shield-up,state_conditioned,naturalistic,es_standard,standardised Spanish,Tienes el escudo levantado. Bájalo ahora para poder disparar en un turno posterior.,S0,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,224.818,
llama3.2:latest,0,natural-shield-up,state_conditioned,naturalistic,es_rioplatense,Rioplatense Spanish,Tenés el escudo levantado. Bajalo ahora para poder disparar en un turno posterior.,S0,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,259.64,
llama3.2:latest,0,state-x-right,state_conditioned,clause_level_voseo,es_standard,standardised Spanish,"Si tu coordenada x es mayor que 0.7, gira 90 grados en sentido antihorario; si no, avanza 0.1.",A90.0,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,363.511,
llama3.2:latest,0,state-x-right,state_conditioned,clause_level_voseo,es_rioplatense,Rioplatense Spanish,"Si tu coordenada x es mayor que 0.7, girá 90 grados en sentido antihorario; si no, avanzá 0.1.",A90.0,S,S,shield_toggle,,True,False,False,False,False,S,strict,False,action_error,233.087,
llama3.2:latest,0,state-x-right,state_conditioned,clause_level_voseo,en,English,"If your x coordinate is above 0.7, turn counterclockwise 90 degrees; otherwise move forward 0.1.",A90.0,S0,S0,shield_set,0.0,True,False,False,False,False,S0,strict,False,action_error,279.047,
llama3.2:latest,0,natural-shield-down,state_conditioned,naturalistic,es_rioplatense,Rioplatense Spanish,Ya tenés el escudo bajo. Dispará ahora.,B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,316.437,
llama3.2:latest,0,natural-shield-down,state_conditioned,naturalistic,en,English,Your shield is already down. Fire now.,B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,229.36,
llama3.2:latest,0,natural-shield-down,state_conditioned,naturalistic,es_standard,standardised Spanish,Ya tienes el escudo bajo. Dispara ahora.,B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,244.607,
llama3.2:latest,0,state-opponent-shield-up,state_conditioned,clause_level_voseo,es_rioplatense,Rioplatense Spanish,"Si el rival tiene el escudo levantado, avanzá; si no, dispará.",M,B,B,shoot,,True,False,,False,False,B,strict,False,action_error,309.718,
llama3.2:latest,0,state-opponent-shield-up,state_conditioned,clause_level_voseo,es_standard,standardised Spanish,"Si el rival tiene el escudo levantado, avanza; si no, dispara.",M,B,B,shoot,,True,False,,False,False,B,strict,False,action_error,225.757,
llama3.2:latest,0,state-opponent-shield-up,state_conditioned,clause_level_voseo,en,English,"If the opponent has its shield raised, move forward; otherwise fire.",M,B,B,shoot,,True,False,,False,False,B,strict,False,action_error,233.343,
llama3.2:latest,0,direct-ccw-045,parameterised,minimal_morphology,en,English,Turn counterclockwise 45 degrees.,A45.0,A,ERR,invalid,,False,False,False,False,False,,,False,invalid_unrecoverable,259.831,
llama3.2:latest,0,direct-ccw-045,parameterised,minimal_morphology,es_standard,standardised Spanish,Gira 45 grados en sentido antihorario.,A45.0,C45,C45.0,rotate_cw,45.0,True,False,True,False,False,C45.0,strict,False,action_error,313.961,
llama3.2:latest,0,direct-ccw-045,parameterised,minimal_morphology,es_rioplatense,Rioplatense Spanish,Girá 45 grados en sentido antihorario.,A45.0,B45,ERR,invalid,,False,False,False,False,False,,,False,invalid_unrecoverable,252.445,
llama3.2:latest,0,direct-cw-030,parameterised,minimal_morphology,es_rioplatense,Rioplatense Spanish,Girá 30 grados en sentido horario.,C30.0,C30,C30.0,rotate_cw,30.0,True,True,True,True,True,C30.0,strict,True,correct,246.936,
llama3.2:latest,0,direct-cw-030,parameterised,minimal_morphology,es_standard,standardised Spanish,Gira 30 grados en sentido horario.,C30.0,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,227.119,
llama3.2:latest,0,direct-cw-030,parameterised,minimal_morphology,en,English,Turn clockwise 30 degrees.,C30.0,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,274.312,
llama3.2:latest,0,state-own-shield-up,state_conditioned,clause_level_voseo,es_standard,standardised Spanish,"Si tienes el escudo levantado, bájalo; si no, dispara.",S0,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,328.772,
llama3.2:latest,0,state-own-shield-up,state_conditioned,clause_level_voseo,en,English,"If your shield is raised, lower it; otherwise fire.",S0,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,232.568,
llama3.2:latest,0,state-own-shield-up,state_conditioned,clause_level_voseo,es_rioplatense,Rioplatense Spanish,"Si tenés el escudo levantado, bajalo; si no, dispará.",S0,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,228.159,
llama3.2:latest,0,state-own-shield-down,state_conditioned,clause_level_voseo,es_standard,standardised Spanish,"Si tienes el escudo levantado, bájalo; si no, dispara.",B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,334.509,
llama3.2:latest,0,state-own-shield-down,state_conditioned,clause_level_voseo,es_rioplatense,Rioplatense Spanish,"Si tenés el escudo levantado, bajalo; si no, dispará.",B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,222.068,
llama3.2:latest,0,state-own-shield-down,state_conditioned,clause_level_voseo,en,English,"If your shield is raised, lower it; otherwise fire.",B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,222.713,
llama3.2:latest,0,natural-move-005,parameterised,naturalistic,es_rioplatense,Rioplatense Spanish,Avanzá un paso corto de 0.05 hacia adelante.,M0.05,S,S,shield_toggle,,True,False,False,False,False,S,strict,False,action_error,291.731,
llama3.2:latest,0,natural-move-005,parameterised,naturalistic,en,English,Take a short step forward of 0.05.,M0.05,S1,S1,shield_set,1.0,True,False,False,False,False,S1,strict,False,action_error,250.48,
llama3.2:latest,0,natural-move-005,parameterised,naturalistic,es_standard,standardised Spanish,Avanza un paso corto de 0.05 hacia adelante.,M0.05,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,261.715,
