model,repeat,case_id,policy_id,tier,language,language_label,order,interface,instruction,expected_command,first_position_command,second_position_command,full_response,response_chars,scored_response,normalized_command,valid,command_correct,selected_first_position,selected_second_position,final_extraction_error,latency_ms,provider_error,ollama_done_reason,ollama_eval_count
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-b,D1-P1,D1,es_standard,Tuteo Spanish,a_first,format_only,"Cuando tienes el escudo levantado, bájalo. Cuando tienes el escudo bajo, dispara.",B,S0,B,FINAL: S0,9,S0,S0,True,False,True,False,,441.303,,stop,5
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-a,D1-P2,D1,es_rioplatense,Rioplatense voseo,a_first,format_only,"Cuando tenés menos de 15 puntos de salud, levantá el escudo. Cuando tenés 15 puntos de salud o más, avanzá.",S1,S1,M,FINAL: S,8,S,S,True,False,False,False,,441.788,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-c,D1-P1,D1,es_rioplatense,Rioplatense voseo,b_first,format_only,"Cuando tenés el escudo bajo, dispará. Cuando tenés el escudo levantado, bajalo.",S0,B,S0,FINAL: S0,9,S0,S0,True,True,False,True,,445.595,,stop,5
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-d,D1-P1,D1,es_rioplatense,Rioplatense voseo,b_first,format_only,"Cuando tenés el escudo bajo, dispará. Cuando tenés el escudo levantado, bajalo.",B,B,S0,FINAL: B,8,B,B,True,True,True,False,,412.353,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-c,D1-P2,D1,es_rioplatense,Rioplatense voseo,b_first,format_only,"Cuando tenés 15 puntos de salud o más, avanzá. Cuando tenés menos de 15 puntos de salud, levantá el escudo.",M,M,S1,FINAL: M,8,M,M,True,True,True,False,,440.389,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-d,D5-P2,D5,es_standard,Tuteo Spanish,a_first,format_only,"Primero calcula la distancia horizontal entre tu coordenada x y la coordenada x del rival. Cuando la distancia es de al menos 0.4, avanza 0.1. Cuando la distancia es menor que 0.4, gira 90 grados en sentido horario.",C90.0,M0.1,C90.0,FINAL: M0.1,11,M0.1,M0.1,True,False,True,False,,545.422,,stop,7
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-d,D3-P1,D3,es_standard,Tuteo Spanish,a_first,format_only,"Cuando tienes menos de 15 puntos de salud y el escudo está bajo, levanta el escudo. Cuando tienes 15 puntos de salud o más o el escudo está levantado, dispara.",B,S1,B,FINAL: S,8,S,S,True,False,False,False,,486.157,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-d,D1-P1,D1,es_standard,Tuteo Spanish,b_first,format_only,"Cuando tienes el escudo bajo, dispara. Cuando tienes el escudo levantado, bájalo.",B,B,S0,FINAL: B,8,B,B,True,True,True,False,,456.042,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-b,D1-P2,D1,es_rioplatense,Rioplatense voseo,a_first,format_only,"Cuando tenés menos de 15 puntos de salud, levantá el escudo. Cuando tenés 15 puntos de salud o más, avanzá.",S1,S1,M,FINAL: S1,9,S1,S1,True,True,True,False,,492.506,,stop,5
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-c,D5-P2,D5,es_rioplatense,Rioplatense voseo,a_first,format_only,"Primero calculá la distancia horizontal entre tu coordenada x y la coordenada x del rival. Cuando la distancia es de al menos 0.4, avanzá 0.1. Cuando la distancia es menor que 0.4, girá 90 grados en sentido horario.",M0.1,M0.1,C90.0,FINAL: M0.1,11,M0.1,M0.1,True,True,True,False,,561.298,,stop,7
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-x-compare-a,D2-P2,D2,es_rioplatense,Rioplatense voseo,a_first,format_only,"Cuando tu coordenada x es mayor que la del rival, girá 90 grados en sentido antihorario. Cuando tu coordenada x es menor o igual que la del rival, girá 90 grados en sentido horario.",A90.0,A90.0,C90.0,FINAL: A90,10,A90,A90.0,True,True,True,False,,499.222,,stop,6
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-d,D1-P1,D1,es_rioplatense,Rioplatense voseo,a_first,format_only,"Cuando tenés el escudo levantado, bajalo. Cuando tenés el escudo bajo, dispará.",B,S0,B,FINAL: S0,9,S0,S0,True,False,True,False,,459.381,,stop,5
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-a,D1-P2,D1,es_standard,Tuteo Spanish,a_first,format_only,"Cuando tienes menos de 15 puntos de salud, levanta el escudo. Cuando tienes 15 puntos de salud o más, avanza.",S1,S1,M,FINAL: S,8,S,S,True,False,False,False,,442.341,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-c,D1-P2,D1,es_rioplatense,Rioplatense voseo,a_first,format_only,"Cuando tenés menos de 15 puntos de salud, levantá el escudo. Cuando tenés 15 puntos de salud o más, avanzá.",M,S1,M,FINAL: S,8,S,S,True,False,False,False,,443.233,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-a,D3-P1,D3,es_standard,Tuteo Spanish,b_first,format_only,"Cuando tienes 15 puntos de salud o más o el escudo está levantado, dispara. Cuando tienes menos de 15 puntos de salud y el escudo está bajo, levanta el escudo.",S1,B,S1,FINAL: B,8,B,B,True,False,True,False,,453.134,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-health-a,D1-P2,D1,es_rioplatense,Rioplatense voseo,b_first,format_only,"Cuando tenés 15 puntos de salud o más, avanzá. Cuando tenés menos de 15 puntos de salud, levantá el escudo.",S1,M,S1,FINAL: S,8,S,S,True,False,False,False,,452.151,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d2-health-compare-b,D2-P1,D2,es_rioplatense,Rioplatense voseo,b_first,format_only,"Cuando tenés tanta o más salud que el rival, dispará. Cuando tenés menos salud que el rival, levantá el escudo.",B,B,S1,FINAL: B,8,B,B,True,True,True,False,,445.411,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-xor-shields-a,D3-P2,D3,es_standard,Tuteo Spanish,a_first,format_only,"Cuando exactamente uno de los dos escudos está levantado, avanza. Cuando los dos escudos están en el mismo estado, dispara.",B,M,B,FINAL: S1,9,S1,S1,True,False,False,False,,460.424,,stop,5
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-c,D1-P1,D1,es_standard,Tuteo Spanish,b_first,format_only,"Cuando tienes el escudo bajo, dispara. Cuando tienes el escudo levantado, bájalo.",S0,B,S0,FINAL: B,8,B,B,True,False,True,False,,462.73,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-health-difference-c,D5-P1,D5,es_rioplatense,Rioplatense voseo,a_first,format_only,"Cuando tenés al menos 10 puntos de salud más que el rival, dispará. Cuando no tenés al menos 10 puntos de salud más que el rival, levantá el escudo.",S1,B,S1,FINAL: S,8,S,S,True,False,False,False,,485.95,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d1-shield-b,D1-P1,D1,es_standard,Tuteo Spanish,b_first,format_only,"Cuando tienes el escudo bajo, dispara. Cuando tienes el escudo levantado, bájalo.",B,B,S0,FINAL: B,8,B,B,True,True,True,False,,455.262,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-d,D3-P1,D3,es_standard,Tuteo Spanish,b_first,format_only,"Cuando tienes 15 puntos de salud o más o el escudo está levantado, dispara. Cuando tienes menos de 15 puntos de salud y el escudo está bajo, levanta el escudo.",B,B,S1,FINAL: B,8,B,B,True,True,True,False,,515.204,,stop,4
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d3-conjunction-b,D3-P1,D3,es_standard,Tuteo Spanish,a_first,format_only,"Cuando tienes menos de 15 puntos de salud y el escudo está bajo, levanta el escudo. Cuando tienes 15 puntos de salud o más o el escudo está levantado, dispara.",B,S1,B,FINAL: S1,9,S1,S1,True,False,True,False,,536.35,,stop,5
qwen3:30b-a3b-instruct-2507-q4_K_M,0,d5-x-distance-c,D5-P2,D5,es_standard,Tuteo Spanish,b_first,format_only,"Primero calcula la distancia horizontal entre tu coordenada x y la coordenada x del rival. Cuando la distancia es menor que 0.4, gira 90 grados en sentido horario. Cuando la distancia es de al menos 0.4, avanza 0.1.",M0.1,C90.0,M0.1,FINAL: C90,10,C90,C90.0,True,False,True,False,,616.919,,stop,6
